zipcode_prefix,zipcode_lat,zipcode_lon,location,state,state_name,region,state_lat,state_lon,loc_lat,loc_lon
1024,-23.541389521053937,-46.62989908781218,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1025,-23.540410813203355,-46.631264935195325,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1026,-23.539439503750906,-46.63284391414975,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1027,-23.53801519954993,-46.63043882598531,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1028,-23.536027749379617,-46.632878533585306,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1029,-23.541095849847075,-46.63297044005707,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1030,-23.538399296150907,-46.63297206480466,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1031,-23.542520789115148,-46.63533516134283,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1032,-23.540742303912527,-46.63525058950317,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1033,-23.540035348866123,-46.63581027505907,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1034,-23.54239162719593,-46.63745558840666,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1035,-23.540983825979165,-46.64256855760085,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1036,-23.541700023861782,-46.64131782056096,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1037,-23.545410010472594,-46.63881853301754,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1038,-23.544139809596672,-46.64041077352986,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1039,-23.5417538351319,-46.63976074078128,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1040,-23.5406306991459,-46.63784230127247,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1041,-23.543712849558617,-46.6402632336835,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1042,-23.54488036525475,-46.64032833172723,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1043,-23.545781968088136,-46.641376633648726,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1044,-23.545662511930896,-46.641384647440745,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1045,-23.542392919396363,-46.64280268887412,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1046,-23.54608112703553,-46.64381018541167,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1047,-23.54627311241268,-46.64122516971552,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1048,-23.547162090484132,-46.639559140501504,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1049,-23.54775736886144,-46.64021604302036,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1050,-23.54898587913322,-46.643139396906825,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1101,-23.526091267557256,-46.63137211754856,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1102,-23.52261021648681,-46.62942387523806,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1103,-23.535453394396647,-46.63170629156326,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1104,-23.53500886427381,-46.62963536441802,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1105,-23.534220153759595,-46.62957259920161,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1106,-23.531046789341573,-46.62865354731952,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1107,-23.527488477667426,-46.62717387010217,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1108,-23.52756187663738,-46.629436653975944,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1109,-23.52443609001689,-46.627455970858094,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1120,-23.530534789485802,-46.63934288253786,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1121,-23.528535045242062,-46.63568569080736,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1122,-23.531280767701485,-46.63949768858565,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1123,-23.52934877491485,-46.63675764418032,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1124,-23.528344494864104,-46.63298459547579,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1125,-23.526997009435053,-46.64019737301636,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1126,-23.526578205248406,-46.63928793769115,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1127,-23.525865151956253,-46.640097743551244,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1128,-23.52383699278664,-46.640687789197344,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1129,-23.524372634196983,-46.64555244317329,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1130,-23.523328708292496,-46.64480241771019,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1131,-23.522384592979957,-46.6458632305816,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1132,-23.520905455450425,-46.64840659893825,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1133,-23.519658499855773,-46.65398781890184,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1134,-23.51867680707737,-46.6531159131789,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1135,-23.526908245080445,-46.65089423910785,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1136,-23.52350959838998,-46.66362145420966,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1137,-23.523144766840574,-46.652821735882625,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1138,-23.52250374604707,-46.65541993450284,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1139,-23.52076037607479,-46.66428988130433,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1140,-23.51877961656762,-46.668707598923476,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1141,-23.52011919677996,-46.66584000098096,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1142,-23.51993430515264,-46.6251300217966,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1144,-23.52375483986375,-46.67201579877662,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1150,-23.53286949347912,-46.6574641552888,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1151,-23.531294001384985,-46.65640409394658,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1152,-23.52976297446478,-46.655657718208005,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1153,-23.528899184286484,-46.653736572999,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1154,-23.53105219053323,-46.65897749694157,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1155,-23.52899269085843,-46.66332089785909,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1156,-23.5295707260661,-46.665109917017695,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1189,-23.53210825506378,-46.63839470107914,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1200,-23.531567773241413,-46.64986907784642,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1201,-23.53560024965375,-46.64935629739165,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1202,-23.53254550916093,-46.649174992786634,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1203,-23.535415346240402,-46.64578356709849,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1204,-23.53740232530147,-46.64333793316141,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1205,-23.540422285042407,-46.639694812799306,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1206,-23.536609489728185,-46.64244480598998,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1207,-23.539369243407013,-46.638486209821714,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1208,-23.538629283657414,-46.63879850083671,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1209,-23.540729963085703,-46.64193701762936,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1210,-23.54001446169717,-46.64255169727044,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1211,-23.53775281626178,-46.64828925797796,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1212,-23.537493461278807,-46.63974517262972,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1213,-23.53641828005074,-46.64006458881068,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1214,-23.539690634196997,-46.6462616555486,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1215,-23.53610606771887,-46.64768840536092,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1216,-23.533621731894478,-46.64767750916093,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1217,-23.533271512767612,-46.64940663613022,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1218,-23.53151235913791,-46.64923040487045,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1219,-23.541467521784305,-46.64533737490615,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1220,-23.544387199001655,-46.646171140169606,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1221,-23.545862025535225,-46.64865339647412,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1222,-23.54549460399061,-46.650239412718506,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1223,-23.54385853621104,-46.64825318186277,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1224,-23.541700665229538,-46.65257086372554,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1225,-23.539683583126543,-46.649154719401,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1226,-23.53796433221771,-46.6524429245354,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1227,-23.54785986816893,-46.658684483755614,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1228,-23.548027863876406,-46.65885543640624,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1229,-23.539113681372296,-46.65672261893353,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1230,-23.536610638496157,-46.65758461809682,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1231,-23.537368424923542,-46.6596418411045,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1232,-23.53676737440136,-46.65894785581968,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1233,-23.53508762170351,-46.66150428628315,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1234,-23.539587979497195,-46.664315262132895,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1235,-23.53696646891052,-46.66424678602334,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1236,-23.543693004717525,-46.66730969373587,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1237,-23.54343710740668,-46.66857970266179,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1238,-23.542944348058064,-46.65326703830284,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1239,-23.54716236816894,-46.65543934860632,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1240,-23.543513068267124,-46.658854865658775,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1241,-23.54561360866176,-46.6571419730798,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1242,-23.54677167554392,-46.65749567638062,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1243,-23.548283805860088,-46.6593134403312,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1244,-23.54997038412488,-46.660711431588645,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1245,-23.54929680904841,-46.66409038190318,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1246,-23.554528835160557,-46.6664913126551,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1247,-23.550644849847075,-46.66920043865777,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1248,-23.547336999163274,-46.66800983458364,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1249,-23.548348576879796,-46.67079893852787,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1250,-23.54775479265979,-46.67201761547111,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1251,-23.547933502914184,-46.674594927145236,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1252,-23.541830575220686,-46.67913146606285,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1253,-23.544687097350565,-46.67914691801201,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1254,-23.542531082982304,-46.68191419135562,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1255,-23.546313293640743,-46.68140007144644,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1256,-23.548154323330905,-46.68272870337296,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1257,-23.54361420483005,-46.68766584999129,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1258,-23.544731000836723,-46.68676936635128,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1259,-23.54150682209015,-46.685164012767615,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1262,-23.550856391462712,-46.67735184892536,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1290,-23.54096134139296,-46.657748702752585,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1301,-23.54892611157596,-46.65182114501704,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1302,-23.547802863696884,-46.64783924999999,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1303,-23.54919071579432,-46.64818240521669,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1304,-23.55409477837729,-46.656003407510504,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1305,-23.55168936303304,-46.65138434110452,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1306,-23.553932290870787,-46.64978128795658,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1307,-23.5528355903399,-46.65316948972822,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1308,-23.555909891482465,-46.65324841993188,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1309,-23.554620524006012,-46.65850520621502,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1310,-23.561264556754605,-46.6565542389636,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1311,-23.56471213211952,-46.65274077352985,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1312,-23.556049111529205,-46.64974666729382,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1313,-23.556815612833606,-46.65074498528482,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1314,-23.551730864822066,-46.6451120738357,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1315,-23.554264840412014,-46.640592583242125,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1316,-23.552916506520862,-46.63970305438866,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1317,-23.555771764343227,-46.639553016612446,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1318,-23.555771764343227,-46.639553016612446,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1319,-23.551666072162263,-46.64123080586009,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1320,-23.55796144157196,-46.63947868679663,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1321,-23.56373026311385,-46.64228881932018,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1322,-23.563294082982303,-46.64348420621503,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1323,-23.56640335729583,-46.64158540455872,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1324,-23.556372066333893,-46.64329164931619,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1325,-23.557262898695825,-46.64448070760001,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1326,-23.55579026923128,-46.64553046964562,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1327,-23.565974071325552,-46.64484410309317,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1328,-23.555705605603343,-46.64727675,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1329,-23.562280655288813,-46.64770279141904,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1330,-23.558617456287138,-46.64971032514858,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1331,-23.562336279762278,-46.6503277425703,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1332,-23.559618054532898,-46.65244033804608,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1333,-23.566621736049424,-46.64674897189683,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1401,-23.57538559651848,-46.65718691736133,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1402,-23.57865694118888,-46.660826554315584,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1403,-23.569131583674803,-46.65370444517863,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1404,-23.56876704094289,-46.65597109096028,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1405,-23.565713039961945,-46.65577318166076,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1406,-23.576796016778324,-46.67132872287777,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1407,-23.577273911189312,-46.67300311656761,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1408,-23.56727846295225,-46.66120351442673,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
1409,-23.559888510127543,-46.65612221732353,Sao Paulo,SP,Sao Paulo,Southeast,-23.65283405,-46.52781661,-23.5329,-46.6395
